DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
15-Jun-2026,EQ,"2,960.00","2,983.00","2,935.00","2,921.60","2,938.00","2,942.50","2,957.07","3,059.80","1,753.00","11,74,229","3,47,22,72,970.90","53,168"
12-Jun-2026,EQ,"2,958.80","2,971.90","2,886.20","2,908.80","2,935.00","2,921.60","2,919.48","3,059.80","1,753.00","23,21,009","6,77,61,47,399.80","76,427"
11-Jun-2026,EQ,"2,895.10","2,966.80","2,895.10","2,931.10","2,913.40","2,908.80","2,935.35","3,059.80","1,753.00","12,04,115","3,53,44,97,029.60","51,934"
10-Jun-2026,EQ,"2,977.00","2,994.90","2,918.00","2,979.90","2,940.00","2,931.10","2,964.15","3,059.80","1,753.00","14,75,029","4,37,22,02,997.20","57,005"
09-Jun-2026,EQ,"2,985.90","2,998.70","2,935.90","2,970.00","2,973.60","2,979.90","2,975.24","3,059.80","1,753.00","18,41,620","5,47,92,56,628.70","69,459"
08-Jun-2026,EQ,"3,017.70","3,039.80","2,955.10","3,048.20","2,960.20","2,970.00","3,004.97","3,059.80","1,753.00","16,53,499","4,96,87,09,754.70","61,785"
05-Jun-2026,EQ,"2,992.00","3,059.80","2,921.80","2,972.80","3,043.00","3,048.20","3,015.26","3,059.80","1,753.00","56,17,327","16,93,77,06,264.00","1,60,264"
04-Jun-2026,EQ,"2,920.00","2,983.00","2,918.10","2,925.60","2,977.90","2,972.80","2,962.79","3,027.50","1,753.00","17,22,991","5,10,48,60,412.80","81,942"
03-Jun-2026,EQ,"2,960.00","2,965.00","2,888.10","2,968.10","2,929.00","2,925.60","2,922.19","3,027.50","1,753.00","13,46,112","3,93,35,97,043.10","61,748"
02-Jun-2026,EQ,"2,885.00","2,975.00","2,865.20","2,909.40","2,972.00","2,968.10","2,918.50","3,027.50","1,753.00","20,66,890","6,03,22,20,472.10","94,022"
01-Jun-2026,EQ,"2,949.90","2,955.70","2,891.10","2,937.40","2,908.00","2,909.40","2,916.39","3,027.50","1,753.00","16,29,342","4,75,18,00,466.00","63,188"
29-May-2026,EQ,"2,987.80","2,995.00","2,926.80","2,973.10","2,940.00","2,937.40","2,946.03","3,027.50","1,753.00","40,40,865","11,90,45,18,687.50","1,02,996"
